date,one,two,three,four,five,six,seven,eight,nine,ten,ele,binary,change_val
20150827,0.40919907,-0.014342513,1.137002669,-0.137582287,1.760617885,0.094557573,0.441753224,-1.277194498,-0.823207987,-0.143049576,-1.306310164,0,-7.1
20150902,-0.106717775,-0.037130566,0.463234882,-0.458654989,-0.213549582,-1.167432581,0.109783799,0.607206933,-1.41587056,0.709075619,-0.197187546,1,8
20150908,-0.277794702,-0.847519132,-0.134051131,0.330210707,-2.528090606,-1.892887527,1.11620981,2.812517704,-0.855563135,0.454745651,-5.238702156,0,-6.8
20150911,-0.007258195,-1.189906322,-1.395318516,-0.619945978,-0.381411838,-0.285512476,-1.233066336,-0.098465182,-0.611259466,0.141428496,0.953773712,0,-0.5
20150914,-1.994765383,-0.223133905,-1.354952779,-1.580847586,-1.397938547,0.080366665,-1.576273612,-1.251522342,-1.488422659,-2.986057899,-2.27447017,0,-3.5
20150917,-0.293903205,0.707820529,-0.388418112,-0.865327046,-0.460139129,-0.141513248,0.807402293,-0.613532183,1.020541523,0.366223081,0.86908001,0,-7
20150923,-3.636675095,-2.084471452,-2.631833125,-2.452863175,-2.277024214,-1.608026957,0.145076072,-3.969113206,-2.417755902,-1.161805782,-1.974007477,1,7
20151001,1.8800385,0.835953333,1.540530017,0.943262608,0.825895252,0.977633227,-0.292635816,0.609871492,1.458068903,1.162883726,0.665950361,0,-4.5
20151007,0.199392629,0.140698962,-1.072908292,-0.756574223,-2.681548363,-0.343364236,1.151208209,1.554957052,-0.06630898,-0.698204598,-5.312899679,0,-10
20151013,-0.033478963,-0.359867132,-0.065453635,-0.483681152,0.158071282,-0.577070045,-0.685761083,0.716741402,-0.79208745,0.36432322,-2.257357628,1,5.5
20151016,-0.330583835,-0.055841426,-1.324989757,-2.008944401,0.892404536,-0.728624623,0.059316082,-1.644101007,-0.615765922,0.198734106,2.222137983,1,6
20151019,0.005026846,0.54992216,0.263232904,-0.013971014,-0.34649544,0.735264469,0.803126243,1.451388941,-0.872656736,-0.034753896,-0.227889751,0,-9.5
20151022,-4.757276999,-0.989208736,-1.398391824,-1.58072202,-2.186457026,-1.51682804,-1.774059082,-2.595039313,-1.927806136,-1.915476253,-1.957815809,1,1
20151028,-2.069450103,0.181366209,-0.003229026,-0.635947017,1.152526705,0.285530434,-0.840763148,-2.914516933,-0.363207916,0.060354302,0.860637606,0,-2
20151103,1.002734569,0.989740523,1.656076117,1.669222859,1.117011037,0.573997022,1.123091961,4.404982816,1.160870148,-0.043122619,0.7447942,0,-7
20151106,-2.50317371,-1.224164497,-1.051785174,-1.432959475,-0.898448474,-1.421075676,-2.040881832,-2.078261052,-1.506686354,-0.949149589,6.653534601,1,3.5
20151109,-3.265157819,-0.233275477,-1.233430578,-1.76776266,-2.239294038,-2.849608856,-2.670853804,-2.756522056,-2.450735109,-0.714849434,-1.379462807,1,17
20151112,-0.365056605,0.369176021,0.264552321,0.141788717,-0.102311858,0.525613266,0.599589588,0.592601241,-0.183312709,0.338761819,-0.556473453,1,3.5
20151118,-1.16237889,-2.952707691,0.003644101,-0.900331753,-1.4351737,-0.660693876,0.326330438,-1.167136983,-1.542765621,-0.154611434,-2.359313472,0,-1.5
20151124,0.755606206,1.706143849,0.39627199,0.290449633,0.369054838,1.272273306,1.355747066,-0.853268909,1.390631094,0.176082801,-1.211166477,0,-5.7
20151127,-0.533575045,0.083155269,-0.442230384,-0.292059005,0.509835242,-0.127844553,-0.368533718,0.109159711,-0.033817489,0.965567193,-0.423694214,1,6.5
20151130,-1.517522182,-1.802041625,-1.012918695,-1.326581554,-0.833446195,-1.953673443,-1.029477381,-2.90828673,-0.973511691,-0.164598569,-1.710004407,1,2
20151202,-1.437182471,-1.24183744,-0.005440403,-0.247586782,-0.400659759,-0.230406835,0.179851075,-0.677177553,-0.202354194,-0.907002044,-0.651273766,1,5.5
20151208,-0.966039811,-0.868324249,-0.653073108,-1.463409336,-0.836657299,-1.422496807,0.202143879,-2.398228136,-0.696588832,-0.562766737,-3.150954859,1,9.5
20151211,-0.361791684,-0.740350112,-0.263851348,-0.082209362,-0.468391984,0.168883161,0.120210121,-2.038246054,0.112346679,0.050036875,-3.138773266,1,0.5
20151214,-2.135287802,-0.851806217,-0.338824492,-0.754302788,-1.278556201,-1.070500789,-1.588093607,-3.983219076,-2.2572593,-0.897732593,-4.155583266,1,4
20151217,1.078691763,0.403872948,1.239031451,0.652451665,0.861534475,1.232897348,-0.263833589,-0.564685053,0.343296307,0.499040416,0.999832785,1,3.5
20151223,0.361999649,0.44699522,-0.020611455,0.639427401,-0.071142742,1.040016351,0.232897657,0.791856274,1.595830729,0.552235234,-0.699657351,1,5.5
20151229,2.329170265,-2.063481893,-0.206164492,0.85674062,0.689205266,0.254677734,0.328860832,-1.035383058,-0.453462172,-0.59655485,6.498383766,1,2.5
20160106,-1.258580365,-1.253511259,-0.269526764,-1.008045787,1.953344739,1.167670378,-1.472730617,0.606118508,0.104811121,-0.302908721,6.677074478,1,10.5
20160112,-0.810368288,-0.046613105,0.174291125,-1.506070506,-0.00975289,0.001305838,-1.274377635,-1.740398338,-0.706307753,0.615895332,-1.18065419,1,6
20160115,-1.787738292,-2.317439842,-0.369046581,-1.17752038,-1.012974529,-1.779951892,-0.683324879,-4.349606215,-0.863969524,1.047669415,-0.611782604,1,1
20160118,0.198899783,-0.506499216,-0.360693087,-1.041626517,0.503581434,-0.18260006,-0.706078271,1.751273086,0.163135087,0.325572674,2.099632014,0,-3.5
20160121,0.530388195,-0.382371933,-0.183339189,0.233081577,-0.849712312,0.596449042,0.215438257,2.054336468,-0.848118362,-1.094912692,-0.683728875,0,-3
20160127,3.595815652,1.575263604,1.110654502,1.735726805,0.034757923,0.578975916,3.105250328,1.910048049,1.958246793,-0.02143983,-2.990678031,0,-2
20160202,-0.917526539,-1.588493284,-0.436172794,-0.563916477,-0.272947935,-0.765329762,-0.575024862,-1.48205456,-0.826224788,-1.245550212,-1.0421439,1,6.5
20160205,0.924627936,2.368279775,0.176927543,0.392548556,-1.375987311,0.342127082,0.149886944,1.860409652,1.110900146,-1.06127903,-0.066168005,0,-1
20160211,-3.478125085,-3.884347939,-2.283880358,-2.777955491,-2.494281373,-4.606682476,-3.576511251,-2.768218293,-2.563612753,-3.819306914,-6.476973802,1,5
20160217,0.396369236,0.075122731,-0.095372772,-1.100173984,-3.077080646,0.136840857,0.303122883,-1.288456471,-1.015144104,-2.463418591,-4.437632854,1,12
20160223,-0.847527309,-0.101765569,-0.174466549,-0.881661527,-1.099082246,0.797444556,-0.737344732,0.827888532,1.379319899,-0.085408113,-2.658139614,1,1
20160226,0.302590916,0.171810181,0.250370644,-0.426671621,0.400619312,0.562677434,0.032444267,1.040282013,-0.68369961,-0.011160748,0.691674924,0,-4.5
20160229,-0.352767033,-0.169943635,0.384183037,-0.601423176,-0.502674381,0.86364229,-0.199612494,-1.970481417,0.998316008,1.008997235,-0.74022784,0,
20160304,1.206518546,1.617062174,0.133125507,1.13356734,-1.365331957,-1.25417504,-0.590719495,5.273515488,0.930880353,0.191629639,-0.959100722,0,-8.5
20160307,0.048313227,1.267218344,-0.312664467,1.267993148,-0.03160145,0.799480634,0.06586452,5.910089427,0.842568578,-1.272685136,-2.094475499,0,-2
20160310,0.767760129,0.341524939,0.167711877,1.404217451,0.676472603,1.089123178,0.73071965,1.618675466,1.455382319,1.772554403,0.571324367,0,-14
20160316,-1.183727931,0.988457022,0.142721491,-0.237321717,1.241400106,-0.695951525,-0.209732543,-2.666519685,-0.796802185,0.435166968,1.188717466,1,3.4
20160322,1.088717088,-0.518073127,1.163685075,0.135944588,-0.570401643,-0.199689006,1.152754852,2.556811376,-0.105869502,-0.412955865,-0.644821706,0,-1
20160325,-0.054407604,-0.738308643,-0.090320178,-0.772619285,0.201522067,1.101745455,-0.96743566,-0.958655923,-0.326579152,-1.12992231,1.575901487,1,3
20160328,0.103080845,0.167948397,0.259950481,0.243209821,-1.167778625,-0.518596851,-1.779381479,-0.211860601,0.580339022,-0.843003805,0.561989975,0,-4
20160331,0.570932136,-0.261620685,-1.007436306,1.05262148,-0.342623152,-0.351222309,0.064359805,-0.004635618,-0.368993617,-0.476483755,-0.256154824,0,-6.5
20160406,0.961831001,-0.562502245,0.021520444,0.187196212,0.420941601,0.780002811,-1.00946754,-1.370728851,2.021110051,-0.579584581,-0.469062433,0,
20160412,2.055602432,0.688322645,-0.230552337,0.822726668,-1.155717608,0.79401191,0.377822294,3.765279939,1.421976926,0.492826996,-0.619528461,0,-3.5
20160415,-1.632424642,-0.003077857,0.286915764,-0.191013239,0.749337351,-1.556327843,-0.511584326,-0.837570522,-0.191068864,0.047689225,1.217050011,0,-6.5
20160418,-0.642527633,-1.782364906,0.35386926,0.052085745,1.128069093,-0.589925778,0.352856819,-1.897993635,-1.254876255,-0.719257491,-0.64311649,0,
20160421,0.969841644,1.572595365,-0.018782843,1.134846697,0.965679196,1.673026107,1.299072975,1.568765513,1.339659476,0.130490599,-0.373615717,1,2.5
20160427,-0.268982485,-0.59308319,-0.481775651,0.006262437,-0.456880233,-0.111379574,-0.933669766,3.149333584,0.400945361,-0.13314154,-2.948337741,0,-0.5
20160502,-3.033976545,-1.424872803,-1.366325028,-1.07112232,-0.034084407,-0.615254672,-0.876759151,-2.982732568,-2.151046915,0.153672216,-3.775415937,0,-2
20160511,-0.854930385,0.398825394,-0.15414672,-0.436716736,-0.363065916,1.790681098,-1.005098536,-1.025887563,-0.116971171,0.583981072,-0.481803107,0,-1
20160517,-2.670847572,-0.842979524,-1.426164639,0.211482544,0.934892975,0.358985514,0.045832458,-1.91680587,0.608308231,-1.126808183,-0.158127142,0,-2
20160520,1.13790897,-0.847513143,-0.333154312,0.62716163,0.066211636,0.936766701,1.261488128,1.662593302,-0.553852677,-0.151472777,3.75664216,0,
20160523,-1.553950826,-0.455801022,-0.098249616,-0.029715814,-0.343841249,0.152728629,0.987078265,-0.338761158,0.087387558,0.087174997,1.501209755,0,-7
20160526,-0.348196861,-0.87322331,0.039574413,0.507864262,-1.054132213,0.209632689,-0.750452498,1.28922761,-0.465436445,-0.782210169,0.591474513,0,-0.5
20160601,-0.632178405,-0.157498424,-0.401728335,-0.559539947,0.013834987,-0.904658628,0.922690234,-1.951907816,-0.184609349,-1.979266073,1.210937838,1,1.5
20160607,1.891828208,1.273783059,1.009880767,0.785087279,0.514538207,1.109183436,1.99048971,0.75004882,3.478516142,0.205144135,4.070979678,0,-29.5
20160610,1.115891529,-0.68641299,-0.064334299,0.819301153,-0.598841995,-0.339844432,-0.413882023,0.239343563,-0.677003738,-1.158943476,1.359302175,1,6.5
20160613,-2.05409844,-1.739744035,-1.330153661,-1.376414948,-1.837266658,-1.744765952,-0.58613795,-4.222547525,-1.708353382,-1.337208316,-3.23176043,1,8
20160616,-1.168986887,-1.17291009,-1.21208966,-1.869382962,-0.738385007,-0.688183825,-1.282493702,-1.653151476,-2.047195928,-1.286612493,-3.538061362,1,5
20160622,1.551156983,0.996651976,0.214725378,0.04221443,0.480442233,1.631423242,0.840743495,2.365379924,0.679975477,0.609001439,-1.562936117,0,-1.5
